name,park,country,score,status,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length
Boomerang Coast to Coaster,Great Escape,United States,6.8,Operating,Vekoma,Steel,Shoulder harness,1997,Cable lift hill,Shuttle,118.1088,3,47.224196,935.028
Nitro,Dennlys Parc,France,6.8,Operating,Preston & Barbieri,Steel,Lap bar,2010,Chain lift hill,NA,32.808,0,31.06855,1509.168
Bat,Canada's Wonderland,Canada,6.7,Operating,Vekoma,Steel,Shoulder harness,1987,Cable lift hill,"Shuttle, Boomerang",118.1088,3,47.224196,935.028
Vampire,Walibi Belgium,Belgium,6.5,Operating,Vekoma,Steel,Shoulder harness,1999,Chain lift hill,Suspended Looping,108.2664,5,49.70968,2260.4712
Corkscrew,Cedar Point,United States,6.5,Operating,Arrow,Steel,Shoulder harness,1976,Chain lift hill,Looper,75.4584,3,43.49597,2017.692
Scary Toys Factory,Legendia,Poland,6.4,Operating,Unknown,Steel,Common lap bar,NA,Chain lift hill,Zyklon Z47,NA,0,NA,NA
Carolina Cyclone,Carowinds,United States,6.3,Operating,Arrow,Steel,Shoulder harness,1980,Chain lift hill,Looper,65.616,4,41.010486,2099.712
Flying Fish,Thorpe Park,United Kingdom,6.3,Operating,Mack,Steel,Lap bar,1983,NA,E-Powered,19.6848,0,18.64113,767.7072
Super Wirbel,Holiday Park,Germany,6.3,Definitely closed,Vekoma,Steel,Shoulder harness,1979,Chain lift hill,Corkscrew,75.4584,2,39.767744,2401.5456
Spinning Out,Beech Bend,United States,6.1,Operating,SBF,Steel,Lap bar,2016,Booster wheel lift hill,NA,NA,0,NA,NA
Rexplorer,Mirabilandia,Italy,5.9,Operating,Mack,Steel,Lap bar,1992,NA,E-Powered,13.1232,0,22.369356,820.2
Zoomerang,Lake Compounce,United States,5.8,Operating,Vekoma,Steel,Shoulder harness,1997,Cable lift hill,Shuttle,114.828,3,46.602825,935.028
Blue Tornado,Gardaland,Italy,5.7,Operating,Vekoma,Steel,Shoulder harness,1998,Chain lift hill,Suspended Looping,108.2664,5,49.70968,2509.812
Loopen,TusenFryd,Norway,5.7,Operating,Vekoma,Steel,Shoulder harness,1988,Chain lift hill,Loop Corkscrew,61,2,40,NA
Magic Mouse,Didiland,France,5.5,Definitely closed,SBF,Steel,Shoulder harness,2010,Chain lift hill,NA,36.0888,0,26.718953,1017.048
Imoogi,Le Fleury,France,5.3,Operating,Pinfari,Steel,None,2016,Chain lift hill,"Zyklon Z47, Family",55.7736,0,NA,NA
Blue Hawk,Six Flags Over Georgia,United States,5.1,Operating,Vekoma,Steel,Shoulder harness,1992,Chain lift hill,Looper,121.3896,5,52.195164,2742.7488
Ninja,Six Flags St Louis,United States,5,Operating,Vekoma,Steel,Shoulder harness,1989,Chain lift hill,Looper,108.2664,4,54.680648,2431.0728
King,Foire,N/A,5,Operating,Soquet,Steel,Shoulder harness,1995,Chain lift hill,NA,91.8624,0,55.92339,2362.176
Steamin' Demon,Great Escape,United States,5,Operating,Arrow,Steel,Shoulder harness,1984,Chain lift hill,Looper,68.8968,3,43.49597,1601.0304
Mind Eraser,Six Flags New England,United States,4.9,Operating,Vekoma,Steel,Shoulder harness,1997,Chain lift hill,SLC,111.5472,5,49.70968,2260.4712
T3,Kentucky Kingdom,United States,4.2,Operating,Vekoma,Steel,Shoulder harness,1995,Chain lift hill,Suspended Looping,101.7048,5,49.70968,2171.8896
Master Thaï,Mirabilandia,Italy,4.1,Operating,Preston & Barbieri,Steel,Lap bar,2011,Chain lift hill,Family,36.0888,0,NA,1410.744
Boomerang,Six Flags St Louis,United States,4,Operating,Vekoma,Steel,Shoulder harness,2013,Chain lift hill,Boomerang,118.1088,3,46.602825,875.9736
MP-Xpress,Movie Park Germany,Germany,3.8,Operating,Vekoma,Steel,Shoulder harness,2001,Chain lift hill,Suspended Looping,108.2664,5,49.70968,2260.4712
Trombi,Särkänniemi Amusement Park,Finland,3.7,Operating,Zamperla,Steel,Flying restraint,2005,Electrical lift hill,NA,49.212,2,25.476211,1282.7928
Mind Eraser,Six Flags America,United States,3.2,Operating,Vekoma,Steel,Shoulder harness,1995,Chain lift hill,SLC,108.2664,5,49.70968,2260.4712
Boomerang Coast to Coaster,Six Flags Discovery Kingdom,United States,3.1,Operating,Vekoma,Steel,Shoulder harness,1998,Chain lift hill,"Shuttle, Boomerang",118.1088,3,47.224196,935.028
Boomerang,Worlds of Fun,United States,3,Operating,Vekoma,Steel,Shoulder harness,2e3,Cable lift hill,Shuttle,118.1088,3,47.224196,935.028
Familienachterbahn,Schloss Beck Freizeitpark,Germany,3,Operating,Zierer,Tivoli Medium,None,NA,NA,NA,NA,0,NA,NA
Coaster Express,Parque Warner Madrid,Spain,3,Operating,RCCA,Wooden,Lap bar,2002,Chain lift hill,Twister,118.1088,0,55.92339,4573.4352
Flashback,Six Flags New England,United States,2.7,Operating,Vekoma,Steel,Shoulder harness,2e3,Chain lift hill,"Shuttle, Boomerang",118.1088,3,46.602825,875.9736
Limit,Heide Park,Germany,2.7,Operating,Vekoma,Steel,Shoulder harness,1999,Chain lift hill,Suspended Looping,108.2664,5,49.70968,2260.4712
Boomerang,La Ronde,Canada,2.7,Operating,Vekoma,Steel,Shoulder harness,1984,Cable lift hill,"Shuttle, Boomerang",118.1088,3,47.224196,935.028
Demon,California's Great America,United States,2.6,Operating,Arrow,Steel,Shoulder harness,1976,Chain lift hill,Looper,101.7048,4,50.331051,2129.2392
Flight Deck,Canada's Wonderland,Canada,2.2,Operating,Vekoma,Steel,Shoulder harness,NA,Chain lift hill,SLC,108.2664,5,49.70968,3244.7112
El Paso-Express,Hansa Park,Germany,1.8,Definitely closed,Schwarzkopf,Steel,Lap bar,1989,Electrical launch,E-Powered,32.808,0,NA,NA
Time Warp,Canada's Wonderland,Canada,1.4,Operating,Zamperla,Steel,Flying restraint,2004,Electrical lift hill,"Flying, Volare",49.212,2,25.476211,1282.7928
Looping,Parc Saint Paul,France,1.3,Definitely closed,Soquet,Steel,Shoulder harness,2003,Electrical lift hill,Looper,NA,1,NA,NA
Kong,Six Flags Discovery Kingdom,United States,0.6,Operating,Vekoma,Steel,Shoulder harness,1998,Chain lift hill,SLC,111.5472,5,49.70968,2260.4712
Viking Roller Coaster,Energylandia,Poland,0.6,Operating,SBF,Steel,Shoulder harness,NA,Chain lift hill,Wild Mouse,42.6504,0,NA,1049.856
El Condor,Walibi Holland,Netherlands,0.5,Operating,Vekoma,Steel,Shoulder harness,1994,Chain lift hill,Suspended Looping,101.7048,5,49.70968,2171.8896
Volare,Wiener Prater,Austria,0.3,Operating,Zamperla,Steel,Flying restraint,2004,Spiral lift,"Flying, Volare",68.8968,2,31.06855,1436.9904
